OBJECTID,globalid,nhfr_uid,nhfr_facility_code,country,iso,state,lga,lga_name_disagreement,ward,ward_name_disagreement,facility_name,facility_name_source,ownership,ownership_type,facility_level,facility_level_option,latitude,longitude,geocoordinates_source,last_updated,x,y
26,62e22dec-54ba-4dcd-8e27-1e79a8b6f8d9,32255587,08/21/1/3/1/0001,Nigeria,NGA,Borno,Maiduguri,0,Bolori 1,0,Maiduguri Federal Neuro Psychiatric Hospital,NHFR_2024,Public,Federal Government,Tertiary,Primary Health Center,11.8572033217,13.1365938582,GRID3_EHEALTH,2024-11-11,13.136593858,11.857203322
95,351f6e9c-2617-46c9-8831-de0c79316c2b,72495152,08/27/1/3/1/0001,Nigeria,NGA,Borno,Jere,0,Mairi (Jere),1,Maiduguri University Teaching Hospital,NHFR_2024,Public,Federal Government,Tertiary,Teaching/Tertiary Hospital,11.8263789997,13.1803229996,GRID3_EHEALTH,2024-11-11,13.180323,11.826379
345,9602ba12-18c5-4f71-bdfd-a827eef15307,69882045,29/27/1/3/1/0001,Nigeria,NGA,Osun,Olorunda,1,Orisunbare,1,Lautech Teaching Hospital,NHFR_2024,Public,State Government,Tertiary,Teaching/Tertiary Hospital,7.77785,4.55195,GRID3_EHEALTH,2024-11-11,4.55195000000003,7.77785000000006
1408,b7e0c458-1932-449f-a6ba-2a7f388e054b,18431884,20/21/1/3/2/0001,Nigeria,NGA,Katsina,Katsina,0,Yamma 2,0,Katsina Federal Medical Center,NHFR_2024,Public,Federal Government,Tertiary,Specialized Hospital,12.98658,7.576791,GRID3_EHEALTH,2024-11-11,7.57679100000007,12.9865800000001
1413,72068fb9-892c-4f1f-9449-77402acc3b5b,32297018,31/09/1/2/1/0002,Nigeria,NGA,Plateau,Langtang North,0,Zamko,0,Zamko Comprehensive Health Center,NHFR_2024,Public,Federal Government,Secondary,Teaching/Tertiary Hospital,9.004699707,9.849304199,GRID3_EHEALTH,2024-11-11,9.84930419900007,9.00469970700004
1472,e4256320-3139-41b1-a74c-bc8574fddfd8,59709134,31/05/1/3/2/0001,Nigeria,NGA,Plateau,Jos North,0,Jenta Adamu,1,Bingham University Teaching Hospital,NHFR_2024,Private,For Profit,Tertiary,Teaching/Tertiary Hospital,9.930426342,8.878167408,GRID3_EHEALTH,2024-11-11,8.87816740800002,9.93042634200003
1887,80fc6839-e13a-42ea-8802-97ec05ba6f2d,58767919,30/06/1/3/1/0001,Nigeria,NGA,Oyo,Ibadan North,0,Bodija,0,University College Hospital,NHFR_2024,Public,Federal Government,Tertiary,Teaching/Tertiary Hospital,7.402868333,3.902251667,GRID3_EHEALTH,2024-11-11,3.90225166700003,7.40286833300007
2048,fe73d2bf-a798-4bd3-a33f-976a5126571d,67174545,22/12/1/1/1/0045,Nigeria,NGA,Kogi,Lokoja,0,Lokoja A,0,Lokoja Federal Medical Center,NHFR_2024,Public,Unknown,Primary,Unknown,7.799316406,6.741088867,GRID3_EHEALTH,2024-11-11,6.74108886700003,7.79931640600006
2321,87d22620-5212-4c55-94c8-aff187eeb02c,66222827,37/06/1/3/1/0001,Nigeria,NGA,Fct,Abuja Municipal Area Council,0,Gwarimpa,0,Jabi Federal Medical Center,NHFR_2024,Public,Federal Government,Tertiary,Specialized Hospital,9.014514471,7.407894557,GRID3_EHEALTH,2024-11-11,7.40789455700008,9.01451447100004
2332,b7057566-4d8c-4519-a885-12d5c8d86656,71262151,06/08/1/2/1/0007,Nigeria,NGA,Bayelsa,Yenagoa,0,Gbaranu 2 8,0,Niger Delta University Teaching Hospital,NHFR_2024,Public,State Government,Tertiary,Teaching/Tertiary Hospital,5.03385042,6.31696109,GRID3_EHEALTH,2024-11-11,6.31696109000006,5.03385042000002
2565,74fd604b-1904-4463-ae46-d1044356f060,47049298,27/18/1/2/1/0002,Nigeria,NGA,Ogun,Sagamu,0,Ayegbami,0,Olabisi Onabanjo University Teaching Hospital,NHFR_2024,Public,Unknown,Secondary,Teaching/Tertiary Hospital,6.849113333,3.654455,GRID3_EHEALTH,2024-11-11,3.65445500000004,6.84911333300005
2638,f3de2a40-f046-43fc-9365-d35950480d5d,45611799,31/05/1/3/1/0002,Nigeria,NGA,Plateau,Jos North,0,Jenta Adamu,0,Plateau State Hospital Specialist,NHFR_2024,Public,State Government,Tertiary,Teaching/Tertiary Hospital,9.896681478,8.884156111,GRID3_EHEALTH,2024-11-11,8.88415611100004,9.89668147800006
3184,4d817959-b705-4cc3-9d2c-674d1636834f,20704868,11/01/1/3/1/0001,Nigeria,NGA,Ebonyi,Abakaliki,1,Azuiyiokwu,1,National Obstetrics Fistula Centre,NHFR_2024,Public,Federal Government,Tertiary,Teaching/Tertiary Hospital,6.319716667,8.091738333,GRID3_EHEALTH,2024-11-11,8.09173833300002,6.31971666700002
3338,17c06246-e492-4b12-9f05-f98d99f5296e,12493701,01/11/1/3/1/0001,Nigeria,NGA,Abia,Osisioma Ngwa,0,Amasator,1,Abia State University Teaching Hospital,NHFR_2024,Public,Unknown,Tertiary,Teaching/Tertiary Hospital,5.146836667,7.344991667,GRID3_EHEALTH,2024-11-11,7.34499166700004,5.14683666700006
3456,f9315884-9d2f-424f-a694-5f098dbe63e7,82609311,24/11/1/2/1/0001,Nigeria,NGA,Lagos,Ikeja,0,Gra,1,Lagos State University Teaching Hospital,NHFR_2024,Public,Unknown,Secondary,Teaching/Tertiary Hospital,6.5915802,3.3427619,GRID3_EHEALTH,2024-11-11,3.34276190000003,6.59158020000007
4182,5083db0f-6de2-4121-94f0-20d01b1cecbb,51954857,30/03/1/3/2/0076,Nigeria,NGA,Oyo,Atiba,0,Asipa 2,1,Grace Sabo Oyo Hospital,NHFR_2024,Private,For Profit,Tertiary,Primary Health Center,7.86907959,3.934082032,GRID3_EHEALTH,2024-11-11,3.93408203200005,7.86907959000007
4415,dbbed677-756c-4ba9-8d87-b04a02b1bf5c,82406079,27/11/1/2/2/0001,Nigeria,NGA,Ogun,Ikenne,0,Ogere 1,1,Babcock Teaching Hospital,NHFR_2024,Private,Unknown,Secondary,Teaching/Tertiary Hospital,6.891479492,3.71850586,GRID3_EHEALTH,2024-11-11,3.71850586000005,6.89147949200003
4433,4fb290a8-96c6-48bf-8b34-ef4bb423633e,58677120,07/13/1/3/1/0001,Nigeria,NGA,Benue,Makurdi,0,Fiidi,0,Fiidi Health Clinic,NHFR_2024,Public,Unknown,Tertiary,Primary Health Center,7.712701314,8.61334003,GRID3_EHEALTH,2024-11-11,8.61334003000007,7.71270131400007
4489,17ef5951-232e-402b-9593-0a6d3b635043,29601552,10/15/1/3/1/0001,Nigeria,NGA,Delta,Oshimili South,0,West End,1,Federal Asaba Medical Center,NHFR_2024,Public,Federal Government,Tertiary,Unknown,6.21192,6.71099,GRID3_EHEALTH,2024-11-11,6.71099000000004,6.21192000000002
4525,085ef9b0-4c1c-4855-beed-d325478e16d3,41321760,01/15/1/3/1/0002,Nigeria,NGA,Abia,Umuahia North,0,Etinan Urban 1,1,Federal Umuahia Medical Center,NHFR_2024,Public,Federal Government,Tertiary,Teaching/Tertiary Hospital,5.51921,7.49414,GRID3_EHEALTH,2024-11-11,7.49414000000007,5.51921000000004
4568,040c5b54-5251-4fa8-90cf-39b38e98d362,81230063,37/06/1/3/1/0002,Nigeria,NGA,Fct,Abuja Municipal Area Council,0,City Centre,0,National (Abuja) Hospital,NHFR_2024,Public,Federal Government,Tertiary,Primary Health Center,9.03911,7.46329,GRID3_EHEALTH,2024-11-11,7.46329000000003,9.03911000000005
4610,ad1310c2-41dc-47a4-b30b-5b7f68ddac59,53160448,06/08/1/3/1/0001,Nigeria,NGA,Bayelsa,Yenagoa,0,Atissa 1 1,0,Yenagoa Federal Medical Center,NHFR_2024,Public,Federal Government,Tertiary,Unknown,4.93501,6.26636,GRID3_EHEALTH,2024-11-11,6.26636000000002,4.93501000000003
5075,fb79285a-4f63-4e24-a19a-a44499f46f7d,42558249,07/14/1/3/1/0001,Nigeria,NGA,Benue,Obi,0,Odiapa,0,Ochinebe Health Post,NHFR_2024,Public,Unknown,Tertiary,Health Post,7.0723462,8.2953256,GRID3_EHEALTH,2024-11-11,8.29532560000007,7.07234620000003
5407,4529e2b3-a21c-420f-bd8c-8d8c6e0ec5bf,85348169,04/04/1/3/1/0001,Nigeria,NGA,Anambra,Anaocha,0,Neni 1,0,Nnamdi Azikiwe University Teaching Neni Hospital,NHFR_2024,Public,Federal Government,Secondary,Teaching/Tertiary Hospital,6.075213333,6.995918333,GRID3_EHEALTH,2024-11-11,6.99591833300008,6.07521333300002
5410,3c9c2568-e4e2-4dbc-bb9e-00baae4764dd,43562007,24/19/1/2/1/0002,Nigeria,NGA,Lagos,Shomolu,0,Igbobi /  Fadeyi,0,National Orthopaedic (Lagos) Hospital,NHFR_2024,Public,Federal Government,Tertiary,Specialized Hospital,6.53054,3.37295,GRID3_EHEALTH,2024-11-11,3.37295000000006,6.53054000000003
5411,f50966b0-dc1c-43f0-8874-75a3053cba16,82457535,13/08/1/3/1/0001,Nigeria,NGA,Ekiti,Ido-Osi,0,Ido 2,0,Ido Ekiti Federal Teaching Hospital,NHFR_2024,Public,Federal Government,Tertiary,Teaching/Tertiary Hospital,7.8436959,5.1869925,GRID3_EHEALTH,2024-11-11,5.18699250000003,7.84369590000006
5414,a5e69fa8-f06e-45e3-beba-f13f9f48def3,31885674,24/15/1/2/1/0002,Nigeria,NGA,Lagos,Lagos Mainland,0,Ojo Oniyun,1,Federal Medical Center,NHFR_2024,Public,Federal Government,Tertiary,Teaching/Tertiary Hospital,6.484251667,3.380331667,GRID3_EHEALTH,2024-11-11,3.38033166700006,6.48425166700002
8601,9e35460e-3391-4f42-9734-87208115f046,84366320,30/21/1/3/2/0002,Nigeria,NGA,Oyo,Ogbomosho North,0,Osupa,0,Bowen Teaching Hospital,NHFR_2024,Private,For Profit,Tertiary,Teaching/Tertiary Hospital,8.133117676,4.234313965,GRID3_EHEALTH,2024-11-11,4.23431396500007,8.13311767600004
9567,a162b765-794b-4cb7-9708-55316aceed11,48281064,33/17/1/3/2/0001,Nigeria,NGA,Sokoto,Sokoto South,0,Tudun Wada B (Sokoto South),0,Al Fijir Hospital Specialist,NHFR_2024,Private,For Profit,Tertiary,General Hospital,13.0472790002,5.24986000023,GRID3_EHEALTH,2024-11-11,5.24986000000007,13.0472790000001
9599,09db5bb5-7d5c-4c5c-a919-de7a7fd7dccb,71074676,12/02/1/1/1/0104,Nigeria,NGA,Edo,Egor,0,Ugbowo,0,Institute Of Child Health Nutrition Unit Ubth,NHFR_2024,Public,Federal Government,Tertiary,Teaching/Tertiary Hospital,6.392828333,5.612713333,GRID3_EHEALTH,2024-11-11,5.61271333300004,6.39282833300007
9709,536d6ff0-fdb4-4418-becd-eef2fa465f04,87078894,23/09/1/1/1/0012,Nigeria,NGA,Kwara,Irepodun,0,Esie/Ijan,0,Esie Comprehensive Health Center,NHFR_2024,Public,Federal Government,Tertiary,Teaching/Tertiary Hospital,8.20727539,4.894714355,GRID3_EHEALTH,2024-11-11,4.89471435500008,8.20727539000006
9812,d83ddbc4-c770-44f7-a37f-72f52bbe392a,66053475,28/18/1/3/1/0002,Nigeria,NGA,Ondo,Owo,0,Ijebu 2,0,Federal Annex Medical Center,NHFR_2024,Public,Federal Government,Tertiary,Teaching/Tertiary Hospital,7.186279297,5.593322754,GRID3_EHEALTH,2024-11-11,5.59332275400004,7.18627929700006
10083,714b63eb-a419-4d00-9703-c246c49c3735,41545391,12/12/1/3/2/0003,Nigeria,NGA,Edo,Oredo,0,Iyekeogba,1,Lella Hospital Specialist,NHFR_2024,Private,Unknown,Tertiary,General Hospital,6.307678223,5.618713379,GRID3_EHEALTH,2024-11-11,5.61871337900004,6.30767822300004
10311,bdca7057-1482-4e8b-8d07-9fc74373aa43,63695299,12/02/1/3/1/0001,Nigeria,NGA,Edo,Egor,0,Ugbowo,0,University Of Benin Teaching Hospital,NHFR_2024,Public,Unknown,Tertiary,Teaching/Tertiary Hospital,6.390686035,5.613098144,GRID3_EHEALTH,2024-11-11,5.61309814400005,6.39068603500004
10334,76552cb0-79fe-4066-bedd-7f5e7ceb3e28,14672895,12/09/1/3/2/0001,Nigeria,NGA,Edo,Etsako West,0,Uzairue S W,1,St Jude Hospital,NHFR_2024,Private,Unknown,Tertiary,Primary Health Clinic,7.086914062,6.281921387,GRID3_EHEALTH,2024-11-11,6.28192138700007,7.08691406200006
10396,736d351a-54ce-4e48-add8-6379e3b30f45,14673726,11/04/1/3/1/0001,Nigeria,NGA,Ebonyi,Ebonyi,0,Kpiri-Kpiri,0,Alex Ekwueme Federal University Teaching Hospital,NHFR_2024,Public,Federal Government,Tertiary,Teaching/Tertiary Hospital,6.331481934,8.107116699,GRID3_EHEALTH,2024-11-11,8.10711669900007,6.33148193400007
10409,b6c4d64e-1d38-4d8b-a61e-329b290e66a2,46801964,33/21/1/3/1/0002,Nigeria,NGA,Sokoto,Wamako,0,Arkilla Gwiwa,0,Usman Danfodio University Teaching Hospital,NHFR_2024,Public,Federal Government,Tertiary,Teaching/Tertiary Hospital,13.0266400002,5.21999899995,GRID3_EHEALTH,2024-11-11,5.21999900000003,13.02664
10647,cb9bfeac-2aea-40ac-868d-13e5f6b37ccd,51424947,16/21/1/2/1/0002,Nigeria,NGA,Imo,Orlu,0,Umuna (Orlu),1,Imostate University Teaching Orlu Hospital,NHFR_2024,Public,State Government,Tertiary,Teaching/Tertiary Hospital,5.778686524,7.042907715,GRID3_EHEALTH,2024-11-11,7.04290771500007,5.77868652400002
11215,24a16b26-6695-4d4c-b7cf-1b58efc724ac,83496863,31/05/1/3/1/0001,Nigeria,NGA,Plateau,Jos North,0,Lamingo,0,Jos University Teaching Hospital,NHFR_2024,Public,Federal Government,Tertiary,Teaching/Tertiary Hospital,9.90790883656,8.95997104016,GRID3_EHEALTH,2024-11-11,8.95997104000003,9.90790883700004
11269,cd44f806-58af-4786-b6bd-ddf8304a3612,42464573,05/12/1/2/1/0001,Nigeria,NGA,Bauchi,Katagum,0,Nasarawa A,0,Azare Federal Medical Center,NHFR_2024,Public,Federal Government,Tertiary,Teaching/Tertiary Hospital,11.6751106967,10.1947741375,GRID3_EHEALTH,2024-11-11,10.1947741380001,11.675110697
11531,e1f30f2d-a615-40c6-885b-c9ed78538cd8,39123524,35/13/1/3/1/0001,Nigeria,NGA,Yobe,Nguru,0,Tsohon Nguru,1,Nguru Federal Medical Center,NHFR_2024,Public,Federal Government,Tertiary,Teaching/Tertiary Hospital,12.8864373476,10.4451834685,GRID3_EHEALTH,2024-11-11,10.445183468,12.8864373480001
11742,c3935156-9b88-46cc-9d26-7709f9b3e165,23994052,06/08/1/1/2/0012,Nigeria,NGA,Bayelsa,Yenagoa,0,Epie 2 5,1,Glory Land Hospital Inri Medical Centre Children Medical Centre,NHFR_2024,Private,For Profit,Tertiary,Specialized Hospital,4.953023628,6.355888744,GRID3_EHEALTH,2024-11-11,6.35588874400003,4.95302362800004
11767,1ca2ae5c-0cb0-4ec6-b842-3411612f6f6b,66436610,30/22/1/1/1/0018,Nigeria,NGA,Oyo,Ogbomosho South,0,Alapata,0,Kajola Comprehensive Health Center,NHFR_2024,Public,Federal Government,Secondary,Teaching/Tertiary Hospital,8.112915039,4.226074219,GRID3_EHEALTH,2024-11-11,4.22607421900005,8.11291503900003
11879,18c5847b-d294-4340-aba6-82cd7415883b,34602961,29/18/1/3/1/0002,Nigeria,NGA,Osun,Ilesa East,1,Bolorunduro,1,Wesley Guild Hospital,NHFR_2024,Public,Unknown,Tertiary,Primary Health Center,7.615112305,4.736083985,GRID3_EHEALTH,2024-11-11,4.73608398500005,7.61511230500003
11894,71a88cee-52bc-49bd-b379-58c752dd1bd6,51238427,30/21/1/3/1/0001,Nigeria,NGA,Oyo,Ogbomosho North,0,Saabo / Taara,0,Ladoke Akintola Teaching Hospital,NHFR_2024,Public,State Government,Tertiary,Teaching/Tertiary Hospital,8.151489258,4.252319336,GRID3_EHEALTH,2024-11-11,4.25231933600003,8.15148925800003
12136,70387a6c-ee77-4857-b73c-9fd528e76db6,28998679,37/03/1/3/1/0001,Nigeria,NGA,Fct,Gwagwalada,0,Qaurters,0,University Of Abuja Teaching Hospital,NHFR_2024,Public,Federal Government,Tertiary,Teaching/Tertiary Hospital,8.95288086,7.062316895,GRID3_EHEALTH,2024-11-11,7.06231689500004,8.95288086000005
12506,5c595f4e-ed72-4c43-9a17-6a4165ae5c3f,38328068,13/01/1/1/1/0034,Nigeria,NGA,Ekiti,Ado Ekiti,0,Odo,1,Eden Life Hospital Specialist,NHFR_2024,Private,For Profit,Secondary,Specialized Hospital,7.61932373,5.204528808,GRID3_EHEALTH,2024-11-11,5.20452880800002,7.61932373000008
12661,b5c0a330-061a-444f-9e64-f1301ce552a9,14516425,37/06/1/3/2/0001,Nigeria,NGA,Fct,Abuja Municipal Area Council,0,Wuse,0,King'S Care (Wuse) Hospital and Maternity,NHFR_2024,Private,Unknown,Tertiary,Primary Health Center,9.06554,7.47385,GRID3_EHEALTH,2024-11-11,7.47385000000003,9.06554000000006
12746,0f83f92f-577f-4bca-ae1e-042bc7375057,18246383,16/25/1/1/1/0070,Nigeria,NGA,Imo,Owerri Municipal,0,Government Residential Area,1,Federal (Fmc) Owerri Medical Center,NHFR_2024,Public,Federal Government,Tertiary,Specialized Hospital,5.502685547,7.022888184,GRID3_EHEALTH,2024-11-11,7.02288818400007,5.50268554700006
13140,37ef75d0-1d1e-4a0e-a07e-721d9b025deb,34204534,36/08/1/3/1/0072,Nigeria,NGA,Zamfara,Kaura Namoda,0,Yankaba,0,Kaura Namoda Federal Polytechnic Clinic,NHFR_2024,Public,Federal Government,Tertiary,Teaching/Tertiary Hospital,12.6374579998,6.58532699962,GRID3_EHEALTH,2024-11-11,6.58532700000006,12.637458
13187,4b4d4bdd-3b66-442c-a3b1-9fa39cc78927,83828672,36/07/1/3/1/0073,Nigeria,NGA,Zamfara,Gusau,0,Galadima (Gusau),0,Gusau Federal Medical Center,NHFR_2024,Public,Federal Government,Tertiary,Teaching/Tertiary Hospital,12.1825689997,6.68834299962,GRID3_EHEALTH,2024-11-11,6.68834300000003,12.1825690000001
13576,67cfbd7d-620e-4eb5-b434-c7b8abc42716,78043473,07/13/1/1/1/0011,Nigeria,NGA,Benue,Makurdi,0,Fiidi,0,Benue State University Teaching Hospital,NHFR_2024,Public,Unknown,Primary,Teaching/Tertiary Hospital,7.725058376,8.568778878,GRID3_EHEALTH,2024-11-11,8.56877887800005,7.72505837600005
13691,674db744-476e-407e-9739-6a15a65cd26b,43258563,14/03/1/3/2/0001,Nigeria,NGA,Enugu,Enugu East,0,Transekulu,0,Federal School Of Technology and Theraphy Trans Ekulu Dental Clinic,NHFR_2024,Public,For Profit,Tertiary,Teaching/Tertiary Hospital,6.485473633,7.495300293,GRID3_EHEALTH,2024-11-11,7.49530029300007,6.48547363300003
13774,c27de0d2-05ec-40aa-80f7-2ad156fb13a2,78036842,14/13/1/2/2/0003,Nigeria,NGA,Enugu,Nsukka,0,Owere Umuoyo,0,Bishop Shannahan Hospital,NHFR_2024,Private,For Profit,Tertiary,Specialized Hospital,6.849304199,7.395080566,GRID3_EHEALTH,2024-11-11,7.39508056600005,6.84930419900007
13809,123394f1-32bf-4baf-b2f5-7c162779e7b1,40932473,10/06/1/3/1/0001,Nigeria,NGA,Delta,Ethiope West,0,Ogharefe 1,0,Delta State University Teaching Hospital,NHFR_2024,Public,State Government,Tertiary,Teaching/Tertiary Hospital,5.958129883,5.702514648,GRID3_EHEALTH,2024-11-11,5.70251464800003,5.95812988300003
14035,7b43ca1b-93ec-4b22-873d-1e001493f5be,33103659,12/12/1/3/2/0001,Nigeria,NGA,Edo,Oredo,0,Oredo 2,1,Central Benin City Hospital,NHFR_2024,Private,Unknown,Tertiary,Primary Health Center,6.32932,5.62272,GRID3_EHEALTH,2024-11-11,5.62272000000007,6.32932000000005
14154,6e25fb3f-3ddc-447c-9515-8703d3b8003c,81225674,37/06/1/3/2/0002,Nigeria,NGA,Fct,Abuja Municipal Area Council,0,Gwarimpa,0,Nisa Premier Hospital,NHFR_2024,Private,Unknown,Tertiary,Primary Health Center,9.06735,7.41149,GRID3_EHEALTH,2024-11-11,7.41149000000007,9.06735000000003
14465,93625ce5-1c15-4abe-9ab4-3570089ab13a,65708575,25/08/1/3/1/0001,Nigeria,NGA,Nasarawa,Lafia,0,Gayam,1,Dalhatu Araf Hospital Specialist,NHFR_2024,Public,State Government,Tertiary,Specialized Hospital,8.50060996346,8.52363113618,GRID3_EHEALTH,2024-11-11,8.52363113600006,8.50060996300004
15126,2910179d-ec4e-43df-b780-8e3b4aa3c771,84581864,12/02/1/3/2/0002,Nigeria,NGA,Edo,Egor,0,Ugbowo,1,Benin Psychiatric Hospital,NHFR_2024,Private,Unknown,Tertiary,Primary Health Center,6.36081,5.62035,GRID3_EHEALTH,2024-11-11,5.62035000000003,6.36081000000007
15863,5f36a7f0-af44-4eea-a591-ef6d6cadaa7d,15117438,12/14/1/3/2/0001,Nigeria,NGA,Edo,Ovia North-East,1,Okada  West,1,Igbinedion University Teaching Hospital,NHFR_2024,Private,For Profit,Tertiary,Teaching/Tertiary Hospital,6.72071,5.38046,GRID3_EHEALTH,2024-11-11,5.38046000000003,6.72071000000005
15877,8e0025c8-52e4-4780-aacf-55a5b32d34ac,59216546,14/12/1/3/2/0001,Nigeria,NGA,Enugu,Nkanu West,0,Ozalla,0,University Of Nigeria Teaching (Nkanu West) Hospital,NHFR_2024,Public,Federal Government,Tertiary,Teaching/Tertiary Hospital,6.29800666667,7.45926333333,GRID3_EHEALTH,2024-11-11,7.45926333300002,6.29800666700004
15918,add4dacd-17ae-480f-b074-9d03655778b2,74583907,04/06/1/1/1/0039,Nigeria,NGA,Anambra,Awka South,0,Awka 2,1,Chukwuemekaodumegwu Ojukwu University Teaching Amaku Hospital,NHFR_2024,Public,State Government,Tertiary,Teaching/Tertiary Hospital,6.22488881928,7.07198874925,GRID3_EHEALTH,2024-11-11,7.07198874900007,6.22488881900006
15919,9ba2833e-ce2a-4777-aeff-2d356723efc5,28442557,13/01/1/1/1/0017,Nigeria,NGA,Ekiti,Ado Ekiti,0,Opopogboro,1,Ekiti State University Teaching Hospital,NHFR_2024,Public,State Government,Tertiary,Teaching/Tertiary Hospital,7.64269333333,5.22167333333,GRID3_EHEALTH,2024-11-11,5.22167333300007,7.64269333300007
16235,6868ce38-b580-4395-854b-b9d87ae82920,13917327,12/12/1/3/2/0002,Nigeria,NGA,Edo,Oredo,0,Iyekeogba,1,Gilgal Dental Clinic,NHFR_2024,Private,Unknown,Tertiary,Primary Health Center,6.31297,5.61174,GRID3_EHEALTH,2024-11-11,5.61174000000005,6.31297000000006
17605,17977c3b-1480-4c94-97fb-47233bc98cd8,17547476,19/10/1/3/1/0001,Nigeria,NGA,Kano,Dawakin Tofa,0,Dawanau,0,Dawanau Psychiatric Hospital,NHFR_2024,Public,State Government,Secondary,Specialized Hospital,12.0845757501,8.44152877982,GRID3_EHEALTH,2024-11-11,8.44152878000006,12.0845757500001
17949,f0d160fa-43a3-4614-880c-a2283d1f1af4,73095668,19/07/1/3/1/0001,Nigeria,NGA,Kano,Dala,0,Kofar Ruwa,0,Dala National Orthophedic Hospital,NHFR_2024,Public,Unknown,Tertiary,General Hospital,12.0208569998,8.50236300016,GRID3_EHEALTH,2024-11-11,8.50236300000006,12.020857
17953,98a6b181-dd19-40c6-b373-993ed479a6da,12431302,19/38/1/1/1/0025,Nigeria,NGA,Kano,Tarauni,0,Darmanawa,0,Aminu Kano Teaching Hospital,NHFR_2024,Public,Federal Government,Tertiary,Teaching/Tertiary Hospital,11.9628110004,8.55096900018,GRID3_EHEALTH,2024-11-11,8.55096900000007,11.962811
18718,487ad6c7-1f88-4a93-b5b9-8ed89d36294a,85409343,34/07/1/3/1/0001,Nigeria,NGA,Taraba,Jalingo,0,Sintali B,0,Jalingo Federal Medical Center,NHFR_2024,Public,Federal Government,Tertiary,Specialized Hospital,8.898925781,11.366882324,GRID3_EHEALTH,2024-11-11,11.3668823240001,8.89892578100006
18773,cbd3a1ca-6c66-4e31-abef-50a2a204b8a0,57219836,02/21/1/3/1/0001,Nigeria,NGA,Adamawa,Yola South,0,Bole-Yoldepate,0,Federal Yola Medical Center,NHFR_2024,Public,Federal Government,Tertiary,Teaching/Tertiary Hospital,9.19538470874,12.4899401833,GRID3_EHEALTH,2024-11-11,12.489940183,9.19538470900005
19139,c06654ce-426b-49d5-b0fc-959c6e8bd24a,60750966,21/19/1/3/1/0001,Nigeria,NGA,Kebbi,Suru,0,Dakin Gari,0,Dakingari General Hospital,NHFR_2024,Public,State Government,Tertiary,Specialized Hospital,11.6376240004,4.06916600001,GRID3_EHEALTH,2024-11-11,4.06916600000005,11.6376240000001
19140,e357f8e4-588c-40cb-ac84-6ccc8b287395,43710932,21/06/1/3/1/0001,Nigeria,NGA,Kebbi,Birnin Kebbi,0,Nassarawa 2,0,Birnin Kebbi Federal Medical Center,NHFR_2024,Public,Federal Government,Tertiary,Specialized Hospital,12.43483,4.18853,GRID3_EHEALTH,2024-11-11,4.18853000000007,12.43483
19745,5555d7da-c695-445d-9b49-5516c8cdd836,64164900,26/19/1/3/1/0001,Nigeria,NGA,Niger,Paikoro,0,Ishau,1,Specializes Hosp Primary Health Centre,NHFR_2024,Public,Unknown,Tertiary,Primary Health Clinic,9.292114258,6.646118164,GRID3_EHEALTH,2024-11-11,6.64611816400003,9.29211425800003
20702,4d32d48d-6e79-4b2f-87a5-557d93ccf51c,68161007,32/15/1/3/2/0001,Nigeria,NGA,Rivers,Obio/Akpor,0,Obward 15,1,Eli Johnson Hospital Specialist,NHFR_2024,Private,Unknown,Tertiary,General Hospital,4.845703125,7.053100586,GRID3_EHEALTH,2024-11-11,7.05310058600003,4.84570312500006
20780,504314d9-9f9b-47d9-87ac-e516b4afb051,48239385,03/31/1/1/1/0054,Nigeria,NGA,Akwa Ibom,Uyo,0,Oku 1,1,Uyo University Teaching Hospital,NHFR_2024,Public,Unknown,Primary,Teaching/Tertiary Hospital,5.011415236,7.861685044,GRID3_EHEALTH,2024-11-11,7.86168504400007,5.01141523600006
21444,3c7858ee-5e84-4176-96d4-1ecdad1958af,26659689,18/03/1/3/1/0001,Nigeria,NGA,Kaduna,Giwa,0,Shika,0,Ahmadu Bello University Teaching Hospital,NHFR_2024,Public,Federal Government,Tertiary,Teaching/Tertiary Hospital,11.1754730004,7.60604600015,GRID3_EHEALTH,2024-11-11,7.60604600000005,11.1754730000001
22662,05370a7f-2d98-40fc-8edd-4d99636739b5,23894530,23/06/1/1/1/0033,Nigeria,NGA,Kwara,Ilorin East,0,Maya / Ileapa,1,University Of Ilorin Teaching Hospital,NHFR_2024,Public,Federal Government,Tertiary,Teaching/Tertiary Hospital,8.539916992,4.647705078,GRID3_EHEALTH,2024-11-11,4.64770507800006,8.53991699200003
22809,c1a39625-aa9f-49ae-b55d-b2633c6c935b,35695221,30/06/1/1/1/0004,Nigeria,NGA,Oyo,Ibadan North,0,Yemetu,0,Adeoyo Teaching Hospital,NHFR_2024,Public,State Government,Tertiary,Teaching/Tertiary Hospital,7.386845,3.90244,GRID3_EHEALTH,2024-11-11,3.90244000000007,7.38684500000005
22847,245c3348-da92-455e-9b2c-c9d130270df7,23210126,18/09/1/3/1/0002,Nigeria,NGA,Kaduna,Kaduna North,0,Unguwar Rimi (Tfa),0,Barau Dikko Paediatric Hospital,NHFR_2024,Public,State Government,Tertiary,Teaching/Tertiary Hospital,10.526447,7.442057,GRID3_EHEALTH,2024-11-11,7.44205700000003,10.5264470000001
